Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 380}",0.760405067,0.579691495,0.653757047,0.624379866,0.59338945
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 260}",0.636874602,0.584348086,0.606774167,0.624379688,0.584075083
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 230}",0.689564111,0.584971399,0.626355182,0.624374501,0.588911966
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 30}",0.580645482,0.591661428,0.585543193,0.624323973,0.587224303
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 10}",0.736145303,0.575866323,0.635345217,0.624319331,0.580366083
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 10}",0.579297745,0.60156251,0.589659295,0.624312412,0.595978512
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 300}",0.639750537,0.583955433,0.607332855,0.624304093,0.586549389
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 430}",0.709745864,0.578023298,0.633213199,0.624296072,0.586086205
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 470}",0.652893832,0.583995114,0.614352865,0.624294127,0.58698773
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 210}",0.644210846,0.586646019,0.6131068,0.624208831,0.590367092
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 270}",0.651130986,0.585247716,0.61570248,0.624180906,0.589694826
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 30}",0.592517101,0.586951054,0.588734914,0.6241704,0.582398895
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 380}",0.641952852,0.588658289,0.612453401,0.624160822,0.593174693
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 40}",0.763932747,0.573826194,0.651981497,0.624160574,0.591257645
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 8, 'min_samples_split': 240}",0.678128977,0.578201638,0.618516031,0.624160188,0.585209145
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 320}",0.710853484,0.574391511,0.63141115,0.624159496,0.584968537
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 300}",0.634168688,0.58481128,0.60755936,0.624152173,0.587783957
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 120}",0.63372226,0.589170022,0.609427522,0.624142703,0.591152726
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 480}",0.649376094,0.595236363,0.616672615,0.624134869,0.593842545
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 70}",0.682371043,0.579382618,0.617888501,0.624132121,0.584299802
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 200}",0.644215817,0.587963036,0.613681678,0.62412345,0.591038727
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 440}",0.646663717,0.585690999,0.613018531,0.624122581,0.586989622
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 20}",0.586028973,0.593232325,0.588909689,0.624091411,0.58756239
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 70}",0.619905842,0.586840623,0.60204147,0.62404264,0.585421758
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 310}",0.658076479,0.585133918,0.614813744,0.624040828,0.583734473
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 4, 'min_samples_split': 150}",0.660271834,0.589536107,0.622094873,0.624009919,0.594295893
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 460}",0.687360802,0.58377838,0.616887383,0.623995123,0.59361253
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 60}",0.694568287,0.577225309,0.627941019,0.623934635,0.58778257
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 460}",0.756418032,0.574772698,0.647842247,0.623915845,0.586209032
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 450}",0.662260877,0.583850617,0.619088503,0.623873163,0.589463297
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 370}",0.660664075,0.591574294,0.614016543,0.623858021,0.592388429
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 90}",0.630414811,0.58447754,0.604895891,0.623837514,0.584190343
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 330}",0.645344317,0.588579602,0.612988928,0.623831212,0.588228477
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 270}",0.723337576,0.588572228,0.642116248,0.623825927,0.599006797
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 370}",0.711936247,0.577111471,0.633238039,0.623822466,0.592153873
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 390}",0.670276209,0.583166605,0.622049025,0.623810099,0.590363435
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 490}",0.781074014,0.580150092,0.664444074,0.623790118,0.601245161
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 40}",0.607411311,0.590624559,0.598577792,0.623785423,0.588453827
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 390}",0.666015749,0.585380689,0.620907636,0.623767785,0.593508871
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 3, 'min_samples_split': 370}",0.686142817,0.576841121,0.624703421,0.623757273,0.584298919
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 480}",0.699544623,0.584650241,0.633857519,0.623750142,0.592947704
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 350}",0.752998727,0.583443001,0.651874175,0.623742831,0.597313711
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 340}",0.635534819,0.588148923,0.607859575,0.623741532,0.587669327
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 280}",0.659344178,0.584506852,0.61901446,0.623740484,0.592162575
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 20}",0.578680799,0.599158538,0.588363581,0.623740231,0.592171528
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 430}",0.664087854,0.596912918,0.625107123,0.623718442,0.597545997
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 210}",0.741409481,0.577558234,0.645433476,0.623713973,0.590920945
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 310}",0.625029331,0.584200696,0.601789571,0.623712405,0.585533865
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 40}",0.598073596,0.594996966,0.595993422,0.623709566,0.590933051
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 3, 'min_samples_split': 90}",0.654678054,0.584901991,0.616793153,0.623688423,0.590701018
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 280}",0.679226157,0.585938467,0.622320946,0.623679126,0.590358012
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 350}",0.62878818,0.591330416,0.608808278,0.623674107,0.594290722
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 330}",0.657410317,0.591073531,0.614124984,0.623663611,0.587216737
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 3, 'min_samples_split': 160}",0.640413717,0.584240306,0.610082339,0.623650184,0.586994414
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 8, 'min_samples_split': 30}",0.744554367,0.573052143,0.64321586,0.623638123,0.58316864
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 370}",0.643742046,0.590029734,0.613018473,0.623618603,0.592381367
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 290}",0.67206242,0.587875416,0.625633135,0.623615411,0.59485189
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 480}",0.675900811,0.583657814,0.621728084,0.623553805,0.589356991
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 420}",0.71666153,0.583675614,0.63796007,0.623511695,0.595972333
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 220}",0.748393752,0.580052599,0.646956944,0.623472143,0.588109308
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 210}",0.680320852,0.590005376,0.629456536,0.623463716,0.598675771
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 270}",0.709979518,0.586202691,0.638148425,0.623461114,0.595181528
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 300}",0.603620645,0.594203856,0.598006196,0.623440479,0.59193899
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 160}",0.6393056,0.58685809,0.61079032,0.623432242,0.58957944
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 30}",0.705292018,0.589567524,0.636183756,0.623430112,0.596528456
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 270}",0.624993537,0.582221351,0.601845646,0.623413434,0.586211175
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 260}",0.672525752,0.579739669,0.621764747,0.623404233,0.586885081
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 260}",0.644439031,0.588999749,0.613093785,0.623394368,0.589457496
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 410}",0.676767817,0.589251127,0.621993602,0.623371516,0.5926134
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 170}",0.627517002,0.591011647,0.606557005,0.62336906,0.589016507
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 210}",0.640413717,0.582804118,0.608693023,0.623351463,0.586776126
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 460}",0.667212854,0.587324206,0.621715297,0.623334579,0.589578053
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 350}",0.740081133,0.585027373,0.647950838,0.623320707,0.593494496
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 400}",0.651154351,0.579970616,0.611132158,0.623296994,0.58408555
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 200}",0.730038976,0.581094907,0.644173208,0.623293491,0.592373674
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 50}",0.675417098,0.586638094,0.626779892,0.623292557,0.593504206
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 370}",0.632195554,0.589794345,0.608102138,0.623282236,0.589586754
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 360}",0.655538101,0.584488347,0.613284934,0.623281074,0.590584118
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 470}",0.677478225,0.581963705,0.623210542,0.623212738,0.588126458
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 310}",0.616310054,0.594165773,0.602430453,0.623164535,0.593736491
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 130}",0.651092706,0.584609771,0.615034132,0.623159827,0.590699757
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 80}",0.726742961,0.579297034,0.638856744,0.623127881,0.587213962
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 380}",0.609847777,0.595310035,0.599052392,0.623093451,0.593507989
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 20}",0.584901468,0.593325369,0.588725551,0.62309313,0.588124567
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 420}",0.647056455,0.579120475,0.609856629,0.623072526,0.587334645
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 330}",0.658031737,0.589206416,0.618816831,0.623064097,0.592945813
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 70}",0.625457863,0.582973794,0.603097379,0.623056195,0.58598633
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 360}",0.665795021,0.583915051,0.62155184,0.623046631,0.592832192
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 470}",0.680332286,0.579946916,0.624338072,0.623035905,0.588116622
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 430}",0.662501491,0.587251619,0.620240236,0.623028639,0.59193609
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 3, 'min_samples_split': 140}",0.631062082,0.584867053,0.603972279,0.623027396,0.586209662
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 220}",0.6388542,0.583156502,0.608963016,0.623026461,0.586099446
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 90}",0.629490634,0.590608348,0.608697929,0.623026309,0.591260798
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 150}",0.67211114,0.579022178,0.620133488,0.623007404,0.584865383
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 250}",0.663617066,0.586706738,0.621020727,0.623000214,0.590246914
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 10}",0.597364679,0.60556646,0.600807629,0.623000027,0.600466588
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 240}",0.628394945,0.582001416,0.602817385,0.622998818,0.583972938
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_split': 480}",0.650014417,0.592134633,0.61609999,0.622994427,0.592832192
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 100}",0.722479021,0.57945816,0.63893246,0.62298742,0.590362047
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 20}",0.641746043,0.585759344,0.611347574,0.622984049,0.589696465
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 3, 'min_samples_split': 280}",0.663438097,0.585891573,0.619759638,0.622956979,0.589248162
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 220}",0.734534084,0.583897488,0.645440036,0.622954592,0.593951878
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 390}",0.628226913,0.587157767,0.600986812,0.622950064,0.584195891
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 20}",0.595365694,0.597458929,0.596141265,0.622905505,0.592716302
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 360}",0.632395402,0.586804957,0.607248921,0.622904468,0.5874436
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 160}",0.65425002,0.582441323,0.614438511,0.622903763,0.585646099
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 9, 'min_samples_split': 480}",0.614127625,0.598259022,0.600894946,0.62290313,0.593845446
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 490}",0.655566934,0.586009394,0.615167423,0.622902906,0.589690791
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 40}",0.705106089,0.581718222,0.62753362,0.622882038,0.586087971
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 240}",0.686564389,0.578374194,0.626275513,0.62286688,0.586091376
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 10}",0.572185213,0.602192917,0.586423231,0.622866466,0.593509502
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 10}",0.605392937,0.597002006,0.6008838,0.622830448,0.594965384
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 20}",0.620810631,0.586824004,0.599026918,0.62280721,0.584863996
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 280}",0.598277422,0.590476038,0.593394929,0.622790277,0.587334897
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 360}",0.733420498,0.585141702,0.645154439,0.622775615,0.592152864
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 40}",0.627054665,0.589181321,0.606506415,0.622774514,0.588453574
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 390}",0.609809994,0.589203394,0.593726377,0.622761473,0.590252084
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 4, 'min_samples_split': 450}",0.653388482,0.587889517,0.614513452,0.622757396,0.588788509
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 70}",0.744043808,0.576335618,0.644680395,0.622744803,0.59327356
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 230}",0.762365773,0.581903274,0.658069256,0.622742489,0.598325452
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 490}",0.644674674,0.587329002,0.610258213,0.622735084,0.588234152
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 390}",0.696396755,0.599782857,0.628960003,0.622730601,0.598004767
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 290}",0.70480383,0.583434116,0.627733464,0.622706737,0.592724372
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 420}",0.700133233,0.580845284,0.632931042,0.622704274,0.593957805
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 350}",0.672988089,0.588453671,0.625377142,0.62269882,0.592044288
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 70}",0.615668748,0.588913235,0.600970471,0.62267543,0.587441077
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 410}",0.683946468,0.583308694,0.624272868,0.622671932,0.584744827
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 270}",0.651359668,0.586866985,0.615227603,0.622664804,0.589360017
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 240}",0.76553651,0.580420408,0.654172565,0.622654574,0.593842167
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 450}",0.654688991,0.591625435,0.618794057,0.622643769,0.593281
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 3, 'min_samples_split': 160}",0.648231188,0.583553597,0.610679074,0.622639662,0.586888233
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 3, 'min_samples_split': 310}",0.682366071,0.584737512,0.627779925,0.622631548,0.592055385
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 420}",0.76085249,0.578069358,0.651595916,0.622621228,0.589792557
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 10}",0.567700545,0.60379086,0.585083653,0.622615239,0.594848485
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 20}",0.586892996,0.591243983,0.588838268,0.622606534,0.586769821
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 30}",0.724740495,0.58144408,0.637853325,0.622570733,0.588564925
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 270}",0.731406101,0.581811929,0.64511963,0.622558188,0.595307255
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 140}",0.717580238,0.584264623,0.636993564,0.622525612,0.592378971
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 240}",0.64197572,0.585774371,0.611501674,0.622507678,0.58901802
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 410}",0.6611458,0.584485904,0.617743765,0.622500645,0.589461784
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 280}",0.663836303,0.585237836,0.619787497,0.622500609,0.59025221
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 8, 'min_samples_split': 470}",0.580412822,0.601378861,0.577320334,0.622494141,0.588676906
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 230}",0.602474248,0.59661055,0.595992961,0.622444815,0.593620096
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 320}",0.622366171,0.590744236,0.601475765,0.622431423,0.587111187
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 380}",0.651737492,0.582656639,0.612088582,0.622422319,0.588786492
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 120}",0.729787424,0.577721211,0.642841573,0.622419503,0.592829796
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 50}",0.709288995,0.573985507,0.62552223,0.622405696,0.586196926
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 360}",0.635757039,0.588459899,0.609559909,0.62240317,0.588229108
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 10}",0.55835935,0.599231044,0.577745554,0.622378309,0.589016003
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 6, 'min_samples_split': 70}",0.6830556,0.592542359,0.62942811,0.622354042,0.594854916
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 350}",0.654716831,0.586668462,0.615943278,0.622343645,0.589689277
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 220}",0.637560651,0.586636404,0.607847124,0.622307094,0.585536514
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 240}",0.646191934,0.581120068,0.610269782,0.622302545,0.585755306
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 80}",0.677788439,0.585941868,0.613845249,0.622296511,0.593842798
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 300}",0.627950008,0.587887508,0.603785065,0.622255507,0.585199183
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 250}",0.624124543,0.580544349,0.59982131,0.622245055,0.581491696
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 110}",0.632585309,0.591973347,0.610333825,0.622243978,0.595533613
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 8, 'min_samples_split': 380}",0.67989232,0.586146291,0.624764704,0.62224352,0.591371014
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 170}",0.646010977,0.587533068,0.613547838,0.622231458,0.589468846
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 220}",0.726098672,0.584153659,0.636501699,0.622225843,0.587435403
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 340}",0.627936088,0.583776421,0.603881081,0.622192269,0.584978121
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 100}",0.580625597,0.584676692,0.581858335,0.622170465,0.582508733
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 250}",0.649168788,0.592013607,0.61586491,0.622147932,0.592391833
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 410}",0.619850163,0.588532442,0.600366387,0.622139596,0.592272538
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 7, 'min_samples_split': 280}",0.64063892,0.589882527,0.612510649,0.622134045,0.591257897
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 8, 'min_samples_split': 130}",0.743444261,0.574453704,0.644418069,0.622130112,0.588003506
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 10}",0.56840101,0.595529144,0.581172507,0.622119595,0.588124819
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 290}",0.603175708,0.585854418,0.592152166,0.622109195,0.584982534
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 480}",0.792725899,0.570472945,0.659936496,0.622097554,0.585524786
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 210}",0.628165268,0.58485911,0.604223885,0.622078605,0.585197796
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 180}",0.65494104,0.582743268,0.614309696,0.622075227,0.585313434
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 260}",0.66071528,0.587193681,0.619176942,0.622072196,0.592949722
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 320}",0.65222568,0.581720441,0.613496433,0.622035256,0.586659226
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 340}",0.752357918,0.581912584,0.652550888,0.622035023,0.597209044
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 450}",0.675496142,0.585881901,0.622017006,0.622022843,0.587782696
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 190}",0.710156499,0.582351076,0.637038139,0.621984626,0.593723124
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 480}",0.627060631,0.586555184,0.602140537,0.621954583,0.585987087
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 380}",0.619944122,0.584900887,0.599650628,0.621921693,0.58273156
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 3, 'min_samples_split': 240}",0.6781076,0.577336144,0.621314827,0.621912302,0.584752771
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 120}",0.759941238,0.569327935,0.648279246,0.621887368,0.583737122
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 230}",0.761705079,0.574019641,0.652844199,0.621884429,0.590695721
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 90}",0.614344874,0.582429907,0.596863387,0.621856529,0.582287671
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 100}",0.755026547,0.579181979,0.652940445,0.621841007,0.593836744
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 180}",0.638826857,0.584864983,0.610173882,0.621835818,0.58912521
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 310}",0.618134545,0.588851038,0.600095095,0.621835263,0.587564786
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 70}",0.614326479,0.584987263,0.598539961,0.621824851,0.584186434
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 120}",0.633961382,0.587103332,0.608154526,0.62180611,0.586990757
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 250}",0.641739083,0.585226385,0.61092208,0.621805588,0.589013985
